"","Site","Name","Year","Date","Time","QC","Depth","Temp","DO","PctSat","Ecoli","Flag"
"1225","OB010","OTTER BROOK - ROT06 - VRMP",2015,2015-05-30,"05:43:00","NA",NA,14.9,10.1,100,298.7,FALSE
"1226","P135","PRESUMPSCOT RIVER - R157 - VRMP",2015,2015-05-30,"10:05:00","NA",NA,20.6,8.64,96,12.1,FALSE
"1227","P150","PRESUMPSCOT RIVER - R166 - VRMP",2015,2015-05-30,"09:25:00","NA",NA,18.7,8.91,95.6,23.3,FALSE
"1228","P150","PRESUMPSCOT RIVER - R166 - VRMP",2015,2015-05-30,"09:25:00","D",NA,NA,NA,NA,32.3,FALSE
"1229","P160","PRESUMPSCOT RIVER - R195 - VRMP",2015,2015-05-30,"08:57:00","NA",NA,21.3,8.69,98.3,5.2,FALSE
"1230","P200","PRESUMPSCOT RIVER - R225 - VRMP",2015,2015-05-30,"08:00:00","NA",NA,17.3,9.69,100,3.1,FALSE
"1231","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2015,2015-05-30,"07:39:00","NA",NA,19.5,5.55,60.4,648.8,FALSE
"1232","PL040","PLEASANT RIVER - RPL47 - VRMP",2015,2015-05-30,"06:05:00","NA",NA,18.3,7.1,76.5,579.4,FALSE
"1233","CW020","COLLEY WRIGHT BROOK - RCW28 - VRMP",2015,2015-05-31,"08:00:00","NA",NA,17.1,7.86,81.6,101.4,FALSE
"1234","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2015,2015-05-31,"07:57:00","NA",NA,17.9,8.1,85.5,260.2,FALSE
"1235","TA010","TANNERY BROOK - RLTTN06 - VRMP",2015,2015-05-31,"08:08:00","NA",NA,18.1,8.25,87.3,365.4,FALSE
"1236","BB010","BAKER BROOK - RPLBK17 - VRMP",2015,2015-06-13,"06:40:00","NA",NA,16.9,8.21,84.8,104.6,FALSE
"1237","BL010","BLACK BROOK- RBK05 -VRMP",2015,2015-06-13,"07:59:00","NA",NA,16.3,8.61,88.1,727,FALSE
"1238","BL010","BLACK BROOK- RBK05 -VRMP",2015,2015-06-13,"07:59:00","D",NA,NA,NA,NA,461.1,FALSE
"1239","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2015,2015-06-13,"07:10:00","NA",NA,19.4,6.93,75.4,1119.85,FALSE
"1240","CW020","COLLEY WRIGHT BROOK - RCW28 - VRMP",2015,2015-06-13,"07:40:00","NA",NA,16.8,7.6,77.7,648.8,FALSE
"1241","DB010","DITCH BROOK - RPL00 - VRMP",2015,2015-06-13,"06:28:00","NA",NA,NA,NA,NA,71.1,FALSE
"1242","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2015,2015-06-13,"08:14:00","NA",NA,17.9,6.57,68.9,980.4,FALSE
"1243","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2015,2015-06-13,"08:14:00","D",NA,NA,NA,NA,461.1,FALSE
"1244","L010","LITTLE RIVER - RLT08 - VRMP",2015,2015-06-13,"07:48:00","NA",NA,18.8,7.91,85.1,172,FALSE
"1245","M010","MILL BROOK - RML01 - VRMP",2015,2015-06-13,"07:35:00","NA",NA,18.6,7.78,82.6,1299.65,FALSE
"1246","M030","MILL BROOK - RML63 - VRMP",2015,2015-06-13,"08:00:00","NA",NA,NA,NA,NA,261.3,FALSE
"1247","N010","NASON BROOK - RNS11 - VRMP",2015,2015-06-13,"07:00:00","NA",NA,NA,NA,NA,547.5,FALSE
"1248","OB010","OTTER BROOK - ROT06 - VRMP",2015,2015-06-13,"06:06:00","NA",NA,NA,NA,NA,770.1,FALSE
"1249","P020","PRESUMPSCOT RIVER - R24 - VRMP",2015,2015-06-13,"06:45:00","NA",NA,20.2,7.75,86.5,187.2,FALSE
"1250","P030","PRESUMPSCOT RIVER - R47 - VRMP",2015,2015-06-13,"07:20:00","NA",NA,20.4,8.1,89,129.6,FALSE
"1251","P135","PRESUMPSCOT RIVER - R157 - VRMP",2015,2015-06-13,"07:51:00","NA",NA,19.8,8.87,97.5,31.3,FALSE
"1252","P150","PRESUMPSCOT RIVER - R166 - VRMP",2015,2015-06-13,"08:16:00","NA",NA,18.6,8.96,95.9,12.2,FALSE
"1253","P150","PRESUMPSCOT RIVER - R166 - VRMP",2015,2015-06-13,"08:16:00","D",NA,NA,NA,NA,14.3,FALSE
"1254","P160","PRESUMPSCOT RIVER - R195 - VRMP",2015,2015-06-13,"08:45:00","NA",NA,19.6,8.9,97,19.9,FALSE
"1255","P200","PRESUMPSCOT RIVER - R225 - VRMP",2015,2015-06-13,"07:00:00","NA",NA,18.5,9.48,101,25.9,FALSE
"1256","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2015,2015-06-13,"07:30:00","NA",NA,NA,NA,NA,648.8,FALSE
"1257","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2015,2015-06-13,"07:40:00","NA",NA,NA,NA,NA,517.2,FALSE
"1258","PL020","PLEASANT RIVER - RPL29 - VRMP",2015,2015-06-13,"07:20:00","NA",NA,19.7,8.61,94.1,249.5,FALSE
"1259","PL040","PLEASANT RIVER - RPL47 - VRMP",2015,2015-06-13,"06:17:00","NA",NA,NA,NA,NA,1413.6,FALSE
"1260","TA010","TANNERY BROOK - RLTTN06 - VRMP",2015,2015-06-13,"08:38:00","NA",NA,18,8.49,89.4,201.4,FALSE
"1261","BB010","BAKER BROOK - RPLBK17 - VRMP",2015,2015-06-27,"06:47:00","NA",NA,15.6,8.77,88,104.3,FALSE
"1262","BB010","BAKER BROOK - RPLBK17 - VRMP",2015,2015-06-27,"06:47:00","D",NA,NA,NA,NA,125.9,FALSE
"1263","BL010","BLACK BROOK- RBK05 -VRMP",2015,2015-06-27,"07:45:00","NA",NA,13.1,9.42,89.7,146.7,FALSE
"1264","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2015,2015-06-27,"07:10:00","NA",NA,15.8,8.05,81.4,1299.65,FALSE
"1265","CW020","COLLEY WRIGHT BROOK - RCW28 - VRMP",2015,2015-06-27,"07:30:00","NA",NA,14.5,8.38,81.7,228.2,FALSE
"1266","DB010","DITCH BROOK - RPL00 - VRMP",2015,2015-06-27,"06:32:00","NA",NA,19.4,NA,95.5,41,FALSE
"1267","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2015,2015-06-27,"07:23:00","NA",NA,16.5,7.62,78.2,NA,FALSE
"1268","L010","LITTLE RIVER - RLT08 - VRMP",2015,2015-06-27,"07:00:00","NA",NA,17,8.03,83.3,NA,FALSE
"1269","M010","MILL BROOK - RML01 - VRMP",2015,2015-06-27,"08:15:00","NA",NA,17.3,8.8,92.3,461.1,FALSE
"1270","M030","MILL BROOK - RML63 - VRMP",2015,2015-06-27,"08:09:00","NA",NA,22.6,8.22,95.2,33.1,FALSE
"1271","N010","NASON BROOK - RNS11 - VRMP",2015,2015-06-27,"05:57:00","NA",NA,14,NA,83.3,NA,FALSE
"1272","OB010","OTTER BROOK - ROT06 - VRMP",2015,2015-06-27,"06:02:00","NA",NA,11.7,NA,81.4,224.7,FALSE
"1273","P015","PRESUMPSCOT RIVER - R07 - VRMP",2015,2015-06-27,"06:55:00","NA",NA,20.3,7.14,79.3,104.6,FALSE
"1274","P020","PRESUMPSCOT RIVER - R24 - VRMP",2015,2015-06-27,"07:25:00","NA",NA,20.8,7.93,88.7,104.6,FALSE
"1275","P030","PRESUMPSCOT RIVER - R47 - VRMP",2015,2015-06-27,"08:00:00","NA",NA,21,8.08,91.2,135.4,FALSE
"1276","P135","PRESUMPSCOT RIVER - R157 - VRMP",2015,2015-06-27,"08:22:00","NA",NA,21.3,8.15,92.1,25.5,FALSE
"1277","P150","PRESUMPSCOT RIVER - R166 - VRMP",2015,2015-06-27,"07:53:00","NA",NA,20.9,8.31,92.8,10.9,FALSE
"1278","P160","PRESUMPSCOT RIVER - R195 - VRMP",2015,2015-06-27,"07:26:00","NA",NA,21.3,8.4,95,6.3,FALSE
"1279","P200","PRESUMPSCOT RIVER - R225 - VRMP",2015,2015-06-27,"07:08:00","NA",NA,20.1,8.58,94.6,4.1,FALSE
"1280","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2015,2015-06-27,"07:33:00","NA",NA,19.3,5.83,63.2,261.3,FALSE
"1281","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2015,2015-06-27,"07:33:00","D",NA,NA,NA,NA,209.8,FALSE
"1282","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2015,2015-06-27,"07:47:00","NA",NA,17.4,8.62,90.1,235.9,FALSE
"1283","PL020","PLEASANT RIVER - RPL29 - VRMP",2015,2015-06-27,"07:35:00","NA",NA,18.5,8.72,93.1,125,FALSE
"1284","PL040","PLEASANT RIVER - RPL47 - VRMP",2015,2015-06-27,"06:12:00","NA",NA,14.1,NA,82.4,328.2,FALSE
"1285","TA010","TANNERY BROOK - RLTTN06 - VRMP",2015,2015-06-27,"06:38:00","NA",NA,15.1,8.57,85.7,NA,FALSE
"1286","BB010","BAKER BROOK - RPLBK17 - VRMP",2015,2015-07-11,"06:42:00","NA",NA,17,8.53,88.3,209.8,FALSE
"1287","BB010","BAKER BROOK - RPLBK17 - VRMP",2015,2015-07-11,"06:42:00","D",NA,17,8.48,87.8,228.2,FALSE
"1288","BL010","BLACK BROOK- RBK05 -VRMP",2015,2015-07-11,"06:55:00","NA",NA,17.1,7.19,74.8,NA,FALSE
"1289","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2015,2015-07-11,"06:20:00","NA",NA,19.3,7.24,78.4,NA,FALSE
"1290","CW020","COLLEY WRIGHT BROOK - RCW28 - VRMP",2015,2015-07-11,"06:35:00","NA",NA,17.6,7.37,77.7,NA,FALSE
"1291","DB010","DITCH BROOK - RPL00 - VRMP",2015,2015-07-11,"06:09:00","NA",NA,19.9,NA,93.5,11,FALSE
"1292","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2015,2015-07-11,"07:22:00","NA",NA,18.6,6.75,72.1,40.4,FALSE
"1293","L010","LITTLE RIVER - RLT08 - VRMP",2015,2015-07-11,"07:01:00","NA",NA,19.3,7.73,84.1,122.3,FALSE
"1294","M010","MILL BROOK - RML01 - VRMP",2015,2015-07-11,"07:10:00","NA",NA,19.4,7.9,84.6,416,FALSE
"1295","M010","MILL BROOK - RML01 - VRMP",2015,2015-07-11,"07:10:00","D",NA,NA,NA,NA,325.5,FALSE
"1296","M030","MILL BROOK - RML63 - VRMP",2015,2015-07-11,"07:55:00","NA",NA,23.9,7.52,89.3,8.5,FALSE
"1297","M030","MILL BROOK - RML63 - VRMP",2015,2015-07-11,"07:55:00","D",NA,24,7.53,89.3,14.3,FALSE
"1298","N010","NASON BROOK - RNS11 - VRMP",2015,2015-07-11,"06:50:00","NA",NA,16,NA,70.9,167.4,FALSE
"1299","OB010","OTTER BROOK - ROT06 - VRMP",2015,2015-07-11,"05:30:00","NA",NA,14.7,NA,69.4,410.6,FALSE
"1300","P020","PRESUMPSCOT RIVER - R24 - VRMP",2015,2015-07-11,"06:30:00","NA",NA,23.3,7.2,84.5,142.1,FALSE
"1301","P020","PRESUMPSCOT RIVER - R24 - VRMP",2015,2015-07-11,"06:30:00","D",NA,23.3,7.2,84.5,NA,FALSE
"1302","P030","PRESUMPSCOT RIVER - R47 - VRMP",2015,2015-07-11,NA,"NA",NA,23.3,7.4,87.6,129.6,FALSE
"1303","P135","PRESUMPSCOT RIVER - R157 - VRMP",2015,2015-07-11,"08:08:00","NA",NA,23.9,7.63,90.5,13.5,FALSE
"1304","P135","PRESUMPSCOT RIVER - R157 - VRMP",2015,2015-07-11,"08:08:00","D",NA,23.9,7.63,90.6,25.6,FALSE
"1305","P150","PRESUMPSCOT RIVER - R166 - VRMP",2015,2015-07-11,"07:35:00","NA",NA,23.4,7.69,90,18.7,FALSE
"1306","P150","PRESUMPSCOT RIVER - R166 - VRMP",2015,2015-07-11,"07:35:00","D",NA,23.4,7.67,90.3,17.3,FALSE
"1307","P160","PRESUMPSCOT RIVER - R195 - VRMP",2015,2015-07-11,"07:01:00","NA",NA,23.6,7.82,92.2,34.1,FALSE
"1308","P160","PRESUMPSCOT RIVER - R195 - VRMP",2015,2015-07-11,"07:01:00","D",NA,23.6,7.83,92.4,23.8,FALSE
"1309","P200","PRESUMPSCOT RIVER - R225 - VRMP",2015,2015-07-11,"07:09:00","NA",NA,23,8.31,96.9,3.1,FALSE
"1310","P200","PRESUMPSCOT RIVER - R225 - VRMP",2015,2015-07-11,"07:09:00","D",NA,23,8.36,97.4,7.4,FALSE
"1311","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2015,2015-07-11,"07:20:00","NA",NA,20,6.52,71.8,275.5,FALSE
"1312","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2015,2015-07-11,"07:20:00","D",NA,20,6.5,71.6,365.4,FALSE
"1313","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2015,2015-07-11,"07:35:00","NA",NA,18.1,8.77,92.9,166.4,FALSE
"1314","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2015,2015-07-11,"07:35:00","D",NA,18.1,8.73,92.4,98.7,FALSE
"1315","PL020","PLEASANT RIVER - RPL29 - VRMP",2015,2015-07-11,"07:42:00","NA",NA,19.9,8.28,90.9,148.3,FALSE
"1316","PL020","PLEASANT RIVER - RPL29 - VRMP",2015,2015-07-11,"07:42:00","D",NA,19.9,8.26,90.6,155.3,FALSE
"1317","PL040","PLEASANT RIVER - RPL47 - VRMP",2015,2015-07-11,"05:51:00","NA",NA,19.7,NA,76.2,410.6,FALSE
"1318","TA010","TANNERY BROOK - RLTTN06 - VRMP",2015,2015-07-11,"07:44:00","NA",NA,17.5,8.29,86.7,198.9,FALSE
"1319","BB010","BAKER BROOK - RPLBK17 - VRMP",2015,2015-07-25,"06:27:00","NA",NA,18.4,8.55,91,116.2,FALSE
"1320","BL010","BLACK BROOK- RBK05 -VRMP",2015,2015-07-25,"07:10:00","NA",NA,16.6,7.46,77.4,344.8,FALSE
"1321","BL010","BLACK BROOK- RBK05 -VRMP",2015,2015-07-25,"07:10:00","D",NA,16.6,7.45,76.7,365.4,FALSE
"1322","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2015,2015-07-25,"06:15:00","NA",NA,17.7,7.72,80.7,2419.17,FALSE
"1323","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2015,2015-07-25,"06:15:00","D",NA,17.7,7.53,79.3,1299.65,FALSE
"1324","CW020","COLLEY WRIGHT BROOK - RCW28 - VRMP",2015,2015-07-25,"06:43:00","NA",NA,17.2,7.22,75.4,727,FALSE
"1325","CW020","COLLEY WRIGHT BROOK - RCW28 - VRMP",2015,2015-07-25,"06:43:00","D",NA,17.2,7.15,74.3,648.8,FALSE
"1326","DB010","DITCH BROOK - RPL00 - VRMP",2015,2015-07-25,"06:37:00","NA",NA,NA,NA,NA,14.8,FALSE
"1327","DB010","DITCH BROOK - RPL00 - VRMP",2015,2015-07-25,"06:37:00","D",NA,NA,NA,NA,11.9,FALSE
"1328","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2015,2015-07-25,"07:17:00","NA",NA,17.1,7.18,74.5,66.9,FALSE
"1329","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2015,2015-07-25,"07:17:00","D",NA,17.1,7.17,73.8,59.4,FALSE
"1330","L010","LITTLE RIVER - RLT08 - VRMP",2015,2015-07-25,"06:48:00","NA",NA,18.4,7.82,83.4,104.3,FALSE
"1331","L010","LITTLE RIVER - RLT08 - VRMP",2015,2015-07-25,"06:48:00","D",NA,18.3,7.98,82.7,118.7,FALSE
"1332","M010","MILL BROOK - RML01 - VRMP",2015,2015-07-25,"07:05:00","NA",NA,17.9,8.53,89.7,547.5,FALSE
"1333","M030","MILL BROOK - RML63 - VRMP",2015,2015-07-25,"07:55:00","NA",NA,22.6,7.56,87.6,26.2,FALSE
"1334","N010","NASON BROOK - RNS11 - VRMP",2015,2015-07-25,"07:05:00","NA",NA,NA,NA,NA,204.6,FALSE
"1335","N010","NASON BROOK - RNS11 - VRMP",2015,2015-07-25,"07:05:00","D",NA,NA,NA,NA,172.3,FALSE
"1336","OB010","OTTER BROOK - ROT06 - VRMP",2015,2015-07-25,"06:00:00","NA",NA,NA,NA,NA,209.8,FALSE
"1337","OB010","OTTER BROOK - ROT06 - VRMP",2015,2015-07-25,"06:00:00","D",NA,NA,NA,NA,185,FALSE
"1338","P020","PRESUMPSCOT RIVER - R24 - VRMP",2015,2015-07-25,"06:30:00","NA",NA,23.2,7.72,89.3,155.3,FALSE
"1339","P030","PRESUMPSCOT RIVER - R47 - VRMP",2015,2015-07-25,"06:50:00","NA",NA,23.2,7.94,93.3,119.8,FALSE
"1340","P135","PRESUMPSCOT RIVER - R157 - VRMP",2015,2015-07-25,"06:35:00","NA",NA,23.3,7.15,85.1,8.6,FALSE
"1341","P135","PRESUMPSCOT RIVER - R157 - VRMP",2015,2015-07-25,"06:35:00","D",NA,NA,NA,NA,16,FALSE
"1342","P150","PRESUMPSCOT RIVER - R166 - VRMP",2015,2015-07-25,"06:55:00","NA",NA,23.4,7.15,84.1,16.1,FALSE
"1343","P160","PRESUMPSCOT RIVER - R195 - VRMP",2015,2015-07-25,"07:20:00","NA",NA,23,7.49,87.3,11,FALSE
"1344","P200","PRESUMPSCOT RIVER - R225 - VRMP",2015,2015-07-25,"06:47:00","NA",NA,22.8,8.11,94.3,6.2,FALSE
"1345","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2015,2015-07-25,"07:25:00","NA",NA,18.7,6.7,71.7,275.5,FALSE
"1346","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2015,2015-07-25,"07:35:00","NA",NA,16.8,8.78,90.5,275.5,FALSE
"1347","PL020","PLEASANT RIVER - RPL29 - VRMP",2015,2015-07-25,"07:10:00","NA",NA,16.1,8.72,88.6,128.1,FALSE
"1348","PL040","PLEASANT RIVER - RPL47 - VRMP",2015,2015-07-25,"06:18:00","NA",NA,NA,NA,NA,517.2,FALSE
"1349","PL040","PLEASANT RIVER - RPL47 - VRMP",2015,2015-07-25,"06:18:00","D",NA,NA,NA,NA,461.1,FALSE
"1350","TA010","TANNERY BROOK - RLTTN06 - VRMP",2015,2015-07-25,"07:44:00","NA",NA,17.4,8.55,88.5,387.3,FALSE
"1351","TA010","TANNERY BROOK - RLTTN06 - VRMP",2015,2015-07-25,"07:44:00","D",NA,17.4,8.51,88.8,866.4,FALSE
"1352","BB010","BAKER BROOK - RPLBK17 - VRMP",2015,2015-08-08,"06:45:00","NA",NA,15.4,8.24,82.7,57.3,FALSE
"1353","BL010","BLACK BROOK- RBK05 -VRMP",2015,2015-08-08,"07:53:00","NA",NA,16.3,9.26,94.5,613.1,FALSE
"1354","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2015,2015-08-08,"07:20:00","NA",NA,17.5,9.42,98.9,686.7,FALSE
"1355","CW020","COLLEY WRIGHT BROOK - RCW28 - VRMP",2015,2015-08-08,"07:40:00","NA",NA,17,9.16,94.8,866.4,FALSE
"1356","DB010","DITCH BROOK - RPL00 - VRMP",2015,2015-08-08,"06:42:00","NA",NA,17.6,6.6,70.5,14.6,FALSE
"1357","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2015,2015-08-08,"08:29:00","NA",NA,17.1,7.22,75,190.4,FALSE
"1358","L010","LITTLE RIVER - RLT08 - VRMP",2015,2015-08-08,"08:05:00","NA",NA,17.9,8.03,84.7,111.9,FALSE
"1359","M010","MILL BROOK - RML01 - VRMP",2015,2015-08-08,"07:45:00","NA",NA,17.6,7.8,82.5,770.1,FALSE
"1360","M030","MILL BROOK - RML63 - VRMP",2015,2015-08-08,"07:58:00","NA",NA,22.2,7.09,81.4,7,FALSE
"1361","N010","NASON BROOK - RNS11 - VRMP",2015,2015-08-08,"07:11:00","NA",NA,15.9,9.25,93.5,115.3,FALSE
"1362","OB010","OTTER BROOK - ROT06 - VRMP",2015,2015-08-08,"06:04:00","NA",NA,19.7,9.7,96.7,135,FALSE
"1363","P020","PRESUMPSCOT RIVER - R24 - VRMP",2015,2015-08-08,"07:10:00","NA",NA,23.6,7.74,91.6,48.8,FALSE
"1364","P030","PRESUMPSCOT RIVER - R47 - VRMP",2015,2015-08-08,"07:30:00","NA",NA,23.8,7.89,93.8,38.4,FALSE
"1365","P135","PRESUMPSCOT RIVER - R157 - VRMP",2015,2015-08-08,"07:20:00","NA",NA,23.9,7.08,83.7,15.8,FALSE
"1366","P150","PRESUMPSCOT RIVER - R166 - VRMP",2015,2015-08-08,"07:42:00","NA",NA,24.1,7.28,87.3,24.6,FALSE
"1367","P160","PRESUMPSCOT RIVER - R195 - VRMP",2015,2015-08-08,"08:00:00","NA",NA,23.9,7.48,88.6,9.5,FALSE
"1368","P200","PRESUMPSCOT RIVER - R225 - VRMP",2015,2015-08-08,"07:02:00","NA",NA,23.5,7.57,89.4,7.4,FALSE
"1369","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2015,2015-08-08,"07:28:00","NA",NA,18.1,6.3,66.7,261.3,FALSE
"1370","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2015,2015-08-08,"07:42:00","NA",NA,16.4,8.56,87.6,153.9,FALSE
"1371","PL020","PLEASANT RIVER - RPL29 - VRMP",2015,2015-08-08,"07:23:00","NA",NA,18.4,8.13,86.6,166.4,FALSE
"1372","PL040","PLEASANT RIVER - RPL47 - VRMP",2015,2015-08-08,"06:29:00","NA",NA,17,7.8,83.7,235.9,FALSE
"1373","TA010","TANNERY BROOK - RLTTN06 - VRMP",2015,2015-08-08,"08:50:00","NA",NA,16.6,8.67,88.4,195.6,FALSE
"1374","BL010","BLACK BROOK- RBK05 -VRMP",2015,2015-08-22,"07:59:00","NA",NA,19.9,7.14,78.5,1732.87,FALSE
"1375","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2015,2015-08-22,"07:30:00","NA",NA,20.2,7.65,84.4,2419.6,TRUE
"1376","CW020","COLLEY WRIGHT BROOK - RCW28 - VRMP",2015,2015-08-22,"07:48:00","NA",NA,20.1,7.87,86.8,1732.87,FALSE
"1377","DB010","DITCH BROOK - RPL00 - VRMP",2015,2015-08-22,"06:45:00","NA",NA,NA,NA,NA,115.3,FALSE
"1378","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2015,2015-08-22,"08:10:00","NA",NA,20.2,6.05,66.6,770.1,FALSE
"1379","L010","LITTLE RIVER - RLT08 - VRMP",2015,2015-08-22,"07:50:00","NA",NA,21,7.19,80.7,866.4,FALSE
"1380","M010","MILL BROOK - RML01 - VRMP",2015,2015-08-22,"08:00:00","NA",NA,20.5,7.82,86.6,2419.6,TRUE
"1381","M030","MILL BROOK - RML63 - VRMP",2015,2015-08-22,"08:15:00","NA",NA,23.9,7.37,87.4,63.1,FALSE
"1382","N010","NASON BROOK - RNS11 - VRMP",2015,2015-08-22,"07:04:00","NA",NA,NA,NA,NA,365.4,FALSE
"1383","OB010","OTTER BROOK - ROT06 - VRMP",2015,2015-08-22,"06:01:00","NA",NA,NA,NA,NA,547.5,FALSE
"1384","P020","PRESUMPSCOT RIVER - R24 - VRMP",2015,2015-08-22,"07:25:00","NA",NA,24.9,7.4,89.2,648.8,FALSE
"1385","P030","PRESUMPSCOT RIVER - R47 - VRMP",2015,2015-08-22,"07:40:00","NA",NA,25.2,7.55,91.6,920.8,FALSE
"1386","P135","PRESUMPSCOT RIVER - R157 - VRMP",2015,2015-08-22,"07:15:00","NA",NA,25.6,6.7,82.1,47.2,FALSE
"1387","P150","PRESUMPSCOT RIVER - R166 - VRMP",2015,2015-08-22,"07:39:00","NA",NA,25.9,7.06,86.1,18.5,FALSE
"1388","P160","PRESUMPSCOT RIVER - R195 - VRMP",2015,2015-08-22,"07:59:00","NA",NA,25.4,7.11,87.3,31.7,FALSE
"1389","P160","PRESUMPSCOT RIVER - R195 - VRMP",2015,2015-08-22,"07:59:00","D",NA,NA,NA,NA,37.9,FALSE
"1390","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2015,2015-08-22,"07:45:00","NA",NA,21.1,6.82,76.7,770.1,FALSE
"1391","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2015,2015-08-22,"07:55:00","NA",NA,19.3,8.94,97,2419.6,TRUE
"1392","PL040","PLEASANT RIVER - RPL47 - VRMP",2015,2015-08-22,"06:24:00","NA",NA,NA,NA,NA,2419.17,FALSE
"1393","TA010","TANNERY BROOK - RLTTN06 - VRMP",2015,2015-08-22,"08:34:00","NA",NA,19.5,7.68,83.8,1299.65,FALSE
"1394","TA010","TANNERY BROOK - RLTTN06 - VRMP",2015,2015-08-22,"08:34:00","D",NA,NA,NA,NA,1119.85,FALSE
"1395","L010","LITTLE RIVER - RLT08 - VRMP",2016,2016-05-21,"06:30:00","NA",NA,14.3,9.26,90.5,27.5,FALSE
"1396","L010","LITTLE RIVER - RLT08 - VRMP",2016,2016-05-21,"06:30:00","D",NA,NA,NA,NA,47.1,FALSE
"1397","M010","MILL BROOK - RML01 - VRMP",2016,2016-05-21,"06:50:00","NA",NA,13.7,9.13,88.3,78.9,FALSE
"1398","M030","MILL BROOK - RML63 - VRMP",2016,2016-05-21,"08:20:00","NA",NA,18.2,NA,95,7.4,FALSE
"1399","P020","PRESUMPSCOT RIVER - R24 - VRMP",2016,2016-05-21,"06:20:00","NA",NA,15,9.42,93.6,18.7,FALSE
"1400","P030","PRESUMPSCOT RIVER - R47 - VRMP",2016,2016-05-21,"06:35:00","NA",NA,14.8,9.65,95.2,17.3,FALSE
"1401","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2016,2016-05-21,"07:40:00","NA",NA,14.6,NA,90.8,77.6,FALSE
"1402","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2016,2016-05-21,"07:55:00","NA",NA,14,NA,97.2,52.1,FALSE
"1403","TA010","TANNERY BROOK - RLTTN06 - VRMP",2016,2016-05-21,"06:50:00","NA",NA,13.3,8.7,83,155.3,FALSE
"1404","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2016,2016-06-04,"07:45:00","NA",NA,15.4,7.95,79.8,2419.6,TRUE
"1405","CW020","COLLEY WRIGHT BROOK - RCW28 - VRMP",2016,2016-06-04,"07:30:00","NA",NA,14.5,8.65,84.3,2419.6,TRUE
"1406","DB010","DITCH BROOK - RPL00 - VRMP",2016,2016-06-04,"06:05:00","NA",NA,15.7,9.39,94.5,101,FALSE
"1407","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2016,2016-06-04,"07:05:00","NA",NA,15,7.45,73.8,178.5,FALSE
"1408","L010","LITTLE RIVER - RLT08 - VRMP",2016,2016-06-04,"06:05:00","NA",NA,15.9,8.18,82.2,517.2,FALSE
"1409","M010","MILL BROOK - RML01 - VRMP",2016,2016-06-04,"07:05:00","NA",NA,15.5,8.52,85.7,648.8,FALSE
"1410","M030","MILL BROOK - RML63 - VRMP",2016,2016-06-04,"08:25:00","NA",NA,18.3,8.13,89.1,141.7,FALSE
"1411","N010","NASON BROOK - RNS11 - VRMP",2016,2016-06-04,"06:35:00","NA",NA,14,8.78,85.2,2419.17,FALSE
"1412","OB010","OTTER BROOK - ROT06 - VRMP",2016,2016-06-04,"05:20:00","NA",NA,13,7.17,69.7,920.8,FALSE
"1413","P020","PRESUMPSCOT RIVER - R24 - VRMP",2016,2016-06-04,"06:35:00","NA",NA,18.6,8.45,89.9,133.4,FALSE
