"","Site","Name","Year","Date","Time","QC","Depth","Temp","DO","PctSat","Ecoli","Flag"
"660","PL010","PLEASANT RIVER - RPL06 - VRMP",2012,2012-05-19,"06:30:00","NA",NA,15.7,9.36,94.2,52.9,FALSE
"661","PL040","PLEASANT RIVER - RPL47 - VRMP",2012,2012-05-19,"06:28:00","NA",NA,14.3,NA,88.7,228.2,FALSE
"662","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2012,2012-06-02,"06:44:00","NA",NA,15.7,8.38,84.2,365.4,FALSE
"663","DB010","DITCH BROOK - RPL00 - VRMP",2012,2012-06-02,"06:21:00","NA",NA,18.9,NA,96.4,56.3,FALSE
"664","IN010","INKHORN BROOK - RIK05 - VRMP",2012,2012-06-02,"06:27:00","NA",NA,16.8,7.45,76.4,290.9,FALSE
"665","L010","LITTLE RIVER - RLT08 - VRMP",2012,2012-06-02,"07:00:00","NA",NA,16.1,8.94,90.9,152.9,FALSE
"666","L010","LITTLE RIVER - RLT08 - VRMP",2012,2012-06-02,"07:00:00","D",NA,16.1,8.94,90.8,178.2,FALSE
"667","L050","LITTLE RIVER-RLT89-VRMP",2012,2012-06-02,"06:55:00","NA",NA,15.6,8.11,81.6,146.7,FALSE
"668","M010","MILL BROOK - RML01 - VRMP",2012,2012-06-02,"07:35:00","NA",NA,16.5,9.66,98.4,160.7,FALSE
"669","N010","NASON BROOK - RNS11 - VRMP",2012,2012-06-02,"06:50:00","NA",NA,13.6,NA,90.1,285.1,FALSE
"670","OB010","OTTER BROOK - ROT06 - VRMP",2012,2012-06-02,"05:47:00","NA",NA,16,NA,29.8,81.3,FALSE
"671","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-06-02,"06:55:00","NA",NA,NA,NA,NA,98.5,FALSE
"672","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-06-02,"06:55:00","NA",0,19.3,8.57,93.3,NA,FALSE
"673","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-06-02,"06:55:00","NA",1,19.3,8.87,96.4,NA,FALSE
"674","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-06-02,"06:55:00","NA",2,19.3,8.75,96.2,NA,FALSE
"675","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-06-02,"07:20:00","NA",NA,NA,NA,NA,98.5,FALSE
"676","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-06-02,"07:20:00","NA",0,19.2,9.08,97.3,NA,FALSE
"677","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-06-02,"07:20:00","NA",1,19.4,9.04,98.1,NA,FALSE
"678","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-06-02,"07:20:00","NA",2,19.4,9.17,98.7,NA,FALSE
"679","P110","PRESUMPSCOT RIVER - R133 - VRMP",2012,2012-06-02,"06:34:00","NA",NA,19.9,7.83,86.2,81.3,FALSE
"680","P135","PRESUMPSCOT RIVER - R157 - VRMP",2012,2012-06-02,"07:13:00","NA",NA,20,NA,90.1,20.3,FALSE
"681","P150","PRESUMPSCOT RIVER - R166 - VRMP",2012,2012-06-02,"07:09:00","NA",NA,19.3,8.27,89.6,20.1,FALSE
"682","P160","PRESUMPSCOT RIVER - R195 - VRMP",2012,2012-06-02,"06:48:00","NA",NA,19.7,8.54,93.6,6.2,FALSE
"683","P170","PRESUMPSCOT RIVER - R202 - VRMP",2012,2012-06-02,"06:25:00","NA",NA,20,8.94,98.2,4.1,FALSE
"684","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2012,2012-06-02,"07:00:00","NA",NA,16.9,8.07,81.3,135.4,FALSE
"685","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2012,2012-06-02,"07:17:00","NA",NA,15.4,9.38,94.3,238.2,FALSE
"686","PL010","PLEASANT RIVER - RPL06 - VRMP",2012,2012-06-02,"06:30:00","NA",NA,18.5,8.12,86.5,37.9,FALSE
"687","PL040","PLEASANT RIVER - RPL47 - VRMP",2012,2012-06-02,"06:05:00","NA",NA,17,NA,83.7,435.2,FALSE
"688","P160","PRESUMPSCOT RIVER - R195 - VRMP",2012,2012-06-12,"06:28:00","NA",NA,17.5,9.35,97.5,1,FALSE
"689","BB010","BAKER BROOK - RPLBK17 - VRMP",2012,2012-06-16,"07:00:00","NA",NA,17.4,6.8,70.95,105.9,FALSE
"690","BL010","BLACK BROOK- RBK05 -VRMP",2012,2012-06-16,"07:30:00","NA",NA,16,8.4,85.1,75.4,FALSE
"691","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2012,2012-06-16,"07:26:00","NA",NA,15.2,9.6,95.5,88.4,FALSE
"692","DB010","DITCH BROOK - RPL00 - VRMP",2012,2012-06-16,"06:17:00","NA",NA,19.7,8.9,97.5,26.9,FALSE
"693","IN010","INKHORN BROOK - RIK05 - VRMP",2012,2012-06-16,"07:07:00","NA",NA,16.3,7.94,80.8,118.7,FALSE
"694","L010","LITTLE RIVER - RLT08 - VRMP",2012,2012-06-16,"07:30:00","NA",NA,16.1,9.55,96.8,80.9,FALSE
"695","M010","MILL BROOK - RML01 - VRMP",2012,2012-06-16,"07:20:00","NA",NA,18.2,7,73.9,38.2,FALSE
"696","N010","NASON BROOK - RNS11 - VRMP",2012,2012-06-16,"06:32:00","NA",NA,13.6,9.3,90.6,11,FALSE
"697","OB010","OTTER BROOK - ROT06 - VRMP",2012,2012-06-16,"08:04:00","NA",NA,15.4,3.3,33.5,90.9,FALSE
"698","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-06-16,"06:45:00","NA",NA,NA,NA,NA,27.5,FALSE
"699","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-06-16,"06:45:00","NA",0,17.9,10.1,106.2,NA,FALSE
"700","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-06-16,"06:45:00","NA",1,17.9,10.1,106.4,NA,FALSE
"701","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-06-16,"07:05:00","NA",NA,NA,NA,NA,26.5,FALSE
"702","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-06-16,"07:05:00","NA",0,17.8,10.2,106.6,NA,FALSE
"703","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-06-16,"07:05:00","NA",1,17.8,10.1,106.4,NA,FALSE
"704","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-06-16,"07:05:00","NA",2,17.8,10.1,107.4,NA,FALSE
"705","P135","PRESUMPSCOT RIVER - R157 - VRMP",2012,2012-06-16,"07:02:00","NA",NA,18.1,9.3,95.3,88.4,FALSE
"706","P150","PRESUMPSCOT RIVER - R166 - VRMP",2012,2012-06-16,"06:48:00","NA",NA,18,9.23,97.6,5.2,FALSE
"707","P170","PRESUMPSCOT RIVER - R202 - VRMP",2012,2012-06-16,"06:06:00","NA",NA,17.5,9.44,98.8,5.2,FALSE
"708","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2012,2012-06-16,"06:15:00","NA",NA,16.8,8.28,85.6,88.4,FALSE
"709","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2012,2012-06-16,"06:15:00","D",NA,16.8,8.3,84.7,98.7,FALSE
"710","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2012,2012-06-16,"06:30:00","NA",NA,15.5,10.3,103.1,118.7,FALSE
"711","PL040","PLEASANT RIVER - RPL47 - VRMP",2012,2012-06-16,"06:02:00","NA",NA,17,8.3,86.6,167.8,FALSE
"712","BB010","BAKER BROOK - RPLBK17 - VRMP",2012,2012-06-30,"06:58:00","NA",NA,19.8,5,54.77,66.9,FALSE
"713","BL010","BLACK BROOK- RBK05 -VRMP",2012,2012-06-30,"07:25:00","NA",NA,18.2,7.3,77.43,64.4,FALSE
"714","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2012,2012-06-30,"06:52:00","NA",NA,18.4,8.27,88.7,151.5,FALSE
"715","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2012,2012-06-30,"06:52:00","D",NA,18.4,8.3,88.7,139.6,FALSE
"716","DB010","DITCH BROOK - RPL00 - VRMP",2012,2012-06-30,"06:16:00","NA",NA,23,8,93.5,33.6,FALSE
"717","IN010","INKHORN BROOK - RIK05 - VRMP",2012,2012-06-30,"06:35:00","NA",NA,19.6,6.32,68.8,1045.2,FALSE
"718","L010","LITTLE RIVER - RLT08 - VRMP",2012,2012-06-30,"07:12:00","NA",NA,19.3,8.62,93.5,148.3,FALSE
"719","L050","LITTLE RIVER-RLT89-VRMP",2012,2012-06-30,"06:56:00","NA",NA,18.7,7.39,79.4,178.2,FALSE
"720","M010","MILL BROOK - RML01 - VRMP",2012,2012-06-30,"07:05:00","NA",NA,21.3,7.3,82.6,151.5,FALSE
"721","N010","NASON BROOK - RNS11 - VRMP",2012,2012-06-30,"06:39:00","NA",NA,16.5,8.2,84.7,150,FALSE
"722","OB010","OTTER BROOK - ROT06 - VRMP",2012,2012-06-30,"05:41:00","NA",NA,18.5,1.6,15.2,41.1,FALSE
"723","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-06-30,"06:25:00","NA",NA,NA,NA,NA,58.3,FALSE
"724","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-06-30,"06:25:00","NA",0,22.2,8.14,93.5,NA,FALSE
"725","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-06-30,"06:25:00","NA",1,22.2,8.24,94.4,NA,FALSE
"726","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-06-30,"06:25:00","NA",2,22.2,8.19,94.6,NA,FALSE
"727","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-06-30,"06:25:00","NA",3,22.2,7.76,93.2,NA,FALSE
"728","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-06-30,"06:45:00","NA",NA,NA,NA,NA,63.8,FALSE
"729","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-06-30,"06:45:00","NA",0,22.1,8.41,96.6,NA,FALSE
"730","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-06-30,"06:45:00","NA",1,22.1,8.43,96.5,NA,FALSE
"731","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-06-30,"06:45:00","NA",2,22.1,8.35,96.5,NA,FALSE
"732","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-06-30,"06:45:00","NA",3,22.1,8.44,96.1,NA,FALSE
"733","P110","PRESUMPSCOT RIVER - R133 - VRMP",2012,2012-06-30,"06:35:00","NA",NA,21.7,8.31,94.8,53.8,FALSE
"734","P135","PRESUMPSCOT RIVER - R157 - VRMP",2012,2012-06-30,"06:56:00","NA",NA,21.8,6.5,75.7,37.9,FALSE
"735","P150","PRESUMPSCOT RIVER - R166 - VRMP",2012,2012-06-30,"07:16:00","NA",NA,22,8.46,97,5.2,FALSE
"736","P160","PRESUMPSCOT RIVER - R195 - VRMP",2012,2012-06-30,"06:52:00","NA",NA,21.8,8.16,92.7,9.6,FALSE
"737","P170","PRESUMPSCOT RIVER - R202 - VRMP",2012,2012-06-30,"06:30:00","NA",NA,22,8.4,96,10.9,FALSE
"738","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2012,2012-06-30,"07:12:00","NA",NA,19.3,7.08,76.8,178.9,FALSE
"739","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2012,2012-06-30,"07:22:00","NA",NA,18.8,8.67,93.2,231,FALSE
"740","PL010","PLEASANT RIVER - RPL06 - VRMP",2012,2012-06-30,"06:20:00","NA",NA,21.7,7.91,90.5,98.4,FALSE
"741","PL040","PLEASANT RIVER - RPL47 - VRMP",2012,2012-06-30,"06:04:00","NA",NA,19.9,7.2,81.2,261.3,FALSE
"742","BB010","BAKER BROOK - RPLBK17 - VRMP",2012,2012-07-14,"07:01:00","NA",NA,19.8,5.6,61.35,51.2,FALSE
"743","BL010","BLACK BROOK- RBK05 -VRMP",2012,2012-07-14,"07:34:00","NA",NA,19,6.5,70.07,228.2,FALSE
"744","BL010","BLACK BROOK- RBK05 -VRMP",2012,2012-07-14,"07:34:00","D",NA,18.9,6.8,NA,NA,FALSE
"745","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2012,2012-07-14,"06:45:00","NA",NA,22.8,4.36,50.8,151.5,FALSE
"746","DB010","DITCH BROOK - RPL00 - VRMP",2012,2012-07-14,"06:20:00","NA",NA,21.8,8.1,93.1,125.9,FALSE
"747","DB010","DITCH BROOK - RPL00 - VRMP",2012,2012-07-14,"06:20:00","D",NA,NA,NA,NA,77.1,FALSE
"748","IN010","INKHORN BROOK - RIK05 - VRMP",2012,2012-07-14,"06:59:00","NA",NA,21,6.44,72.3,456.9,FALSE
"749","L010","LITTLE RIVER - RLT08 - VRMP",2012,2012-07-14,"07:11:00","NA",NA,20.6,7.75,86.1,50.1,FALSE
"750","L010","LITTLE RIVER - RLT08 - VRMP",2012,2012-07-14,"07:11:00","D",NA,20.6,7.73,86.1,50.4,FALSE
"751","L050","LITTLE RIVER-RLT89-VRMP",2012,2012-07-14,"07:08:00","NA",NA,19.9,6.68,73.4,34.5,FALSE
"752","M010","MILL BROOK - RML01 - VRMP",2012,2012-07-14,"07:20:00","NA",NA,21.2,7.67,86,260.2,FALSE
"753","N010","NASON BROOK - RNS11 - VRMP",2012,2012-07-14,"06:41:00","NA",NA,17.5,7.7,80.6,222.4,FALSE
"754","OB010","OTTER BROOK - ROT06 - VRMP",2012,2012-07-14,"05:47:00","NA",NA,19,2,23.4,54.6,FALSE
"755","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-07-14,"06:40:00","NA",NA,NA,NA,NA,104.6,FALSE
"756","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-07-14,"06:40:00","NA",0,25.1,6.89,83.8,NA,FALSE
"757","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-07-14,"06:40:00","NA",1,25.2,6.86,83.3,NA,FALSE
"758","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-07-14,"06:40:00","NA",2,25.2,6.82,83.1,NA,FALSE
"759","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-07-14,"07:00:00","NA",NA,NA,NA,NA,116.2,FALSE
"760","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-07-14,"07:00:00","NA",0,25,7.2,87.7,NA,FALSE
"761","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-07-14,"07:00:00","NA",1,25.1,7.25,86.7,NA,FALSE
"762","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-07-14,"07:00:00","NA",2,25.1,7.21,87.3,NA,FALSE
"763","P110","PRESUMPSCOT RIVER - R133 - VRMP",2012,2012-07-14,"06:47:00","NA",NA,25.6,7.35,90.4,31.8,FALSE
"764","P110","PRESUMPSCOT RIVER - R133 - VRMP",2012,2012-07-14,"06:47:00","D",NA,25.6,7.38,90.6,20.1,FALSE
"765","P135","PRESUMPSCOT RIVER - R157 - VRMP",2012,2012-07-14,"07:01:00","NA",NA,25.8,7.1,88,33.6,FALSE
"766","P150","PRESUMPSCOT RIVER - R166 - VRMP",2012,2012-07-14,"07:12:00","NA",NA,25.4,7.3,88.5,13.4,FALSE
"767","P160","PRESUMPSCOT RIVER - R195 - VRMP",2012,2012-07-14,"06:47:00","NA",NA,26.1,7.46,92.7,6.3,FALSE
"768","P170","PRESUMPSCOT RIVER - R202 - VRMP",2012,2012-07-14,"06:20:00","NA",NA,26.2,7.71,95.2,14.8,FALSE
"769","P170","PRESUMPSCOT RIVER - R202 - VRMP",2012,2012-07-14,"06:20:00","D",NA,26.2,7.54,94.1,10.9,FALSE
"770","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2012,2012-07-14,"07:12:00","NA",NA,21.5,6.5,73.2,178.5,FALSE
"771","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2012,2012-07-14,"07:12:00","D",NA,21.5,6.5,73.5,178.2,FALSE
"772","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2012,2012-07-14,"07:31:00","NA",NA,19.3,8.89,96.2,101.7,FALSE
"773","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2012,2012-07-14,"07:31:00","D",NA,NA,NA,NA,193.5,FALSE
"774","PL010","PLEASANT RIVER - RPL06 - VRMP",2012,2012-07-14,"06:30:00","NA",NA,22.4,7.76,89.1,85.7,FALSE
"775","PL040","PLEASANT RIVER - RPL47 - VRMP",2012,2012-07-14,"06:03:00","NA",NA,21.2,6.2,69.82,238.2,FALSE
"776","BB010","BAKER BROOK - RPLBK17 - VRMP",2012,2012-07-28,"06:51:00","NA",NA,19,6.2,66.84,290.9,FALSE
"777","BL010","BLACK BROOK- RBK05 -VRMP",2012,2012-07-28,"07:19:00","NA",NA,17.6,7,73.33,224.7,FALSE
"778","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2012,2012-07-28,"07:14:00","NA",NA,17.9,8.46,90.1,1732.8,FALSE
"779","IN010","INKHORN BROOK - RIK05 - VRMP",2012,2012-07-28,"07:00:00","NA",NA,18.2,7.89,83.5,816.4,FALSE
"780","L050","LITTLE RIVER-RLT89-VRMP",2012,2012-07-28,"07:00:00","NA",NA,18,7.81,82.4,2419.6,TRUE
"781","M010","MILL BROOK - RML01 - VRMP",2012,2012-07-28,"06:55:00","NA",NA,18.2,8.14,87.7,686.7,FALSE
"782","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-07-28,"06:20:00","NA",NA,NA,NA,NA,517.2,FALSE
"783","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-07-28,"06:20:00","NA",0,22.9,7.11,83,NA,FALSE
"784","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-07-28,"06:20:00","NA",1,23.1,7.11,83.2,NA,FALSE
"785","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-07-28,"06:20:00","NA",2,23.2,7.05,80.9,NA,FALSE
"786","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-07-28,"06:40:00","NA",NA,NA,NA,NA,435.2,FALSE
"787","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-07-28,"06:40:00","NA",0,23.1,7.2,85.5,NA,FALSE
"788","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-07-28,"06:40:00","NA",1,23.2,7.26,84.6,NA,FALSE
"789","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-07-28,"06:40:00","NA",2,23.2,7.3,82.1,NA,FALSE
"790","P110","PRESUMPSCOT RIVER - R133 - VRMP",2012,2012-07-28,"06:40:00","NA",NA,23.7,7.08,83.4,37.9,FALSE
"791","PL010","PLEASANT RIVER - RPL06 - VRMP",2012,2012-07-28,"06:24:00","NA",NA,19.5,8.27,89.6,435.2,FALSE
"792","BB010","BAKER BROOK - RPLBK17 - VRMP",2012,2012-08-11,"07:00:00","NA",NA,20.4,NA,80.3,1046.2,FALSE
"793","BL010","BLACK BROOK- RBK05 -VRMP",2012,2012-08-11,"07:23:00","NA",NA,20.2,NA,93.8,2419.6,TRUE
"794","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2012,2012-08-11,"07:00:00","NA",NA,20.4,8.2,90.8,2419.6,TRUE
"795","IN010","INKHORN BROOK - RIK05 - VRMP",2012,2012-08-11,"06:52:00","NA",NA,21.1,6.49,73.1,1986.3,FALSE
"796","L010","LITTLE RIVER - RLT08 - VRMP",2012,2012-08-11,"07:05:00","NA",NA,19.8,8,87.6,2419.6,TRUE
"797","L010","LITTLE RIVER - RLT08 - VRMP",2012,2012-08-11,"07:05:00","D",NA,NA,NA,NA,2419.2,FALSE
"798","L050","LITTLE RIVER-RLT89-VRMP",2012,2012-08-11,"07:00:00","NA",NA,19.6,7.26,77.4,1119.8,FALSE
"799","M010","MILL BROOK - RML01 - VRMP",2012,2012-08-11,"08:40:00","NA",NA,20.9,7.69,85.5,2419.6,TRUE
"800","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-08-11,"08:00:00","NA",NA,NA,NA,NA,579.4,FALSE
"801","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-08-11,"08:00:00","NA",0,24.6,7.35,88.8,NA,FALSE
"802","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-08-11,"08:00:00","NA",1,24.6,7.33,88.2,NA,FALSE
"803","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-08-11,"08:00:00","NA",2,24.7,7.3,87.5,NA,FALSE
"804","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-08-11,"08:20:00","NA",NA,NA,NA,NA,435.2,FALSE
"805","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-08-11,"08:20:00","NA",0,24.7,7.65,92.3,NA,FALSE
"806","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-08-11,"08:20:00","NA",1,24.8,7.63,91.8,NA,FALSE
"807","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-08-11,"08:20:00","NA",2,24.8,7.67,91.8,NA,FALSE
"808","P110","PRESUMPSCOT RIVER - R133 - VRMP",2012,2012-08-11,"06:33:00","NA",NA,24.2,7.5,90,2419.6,TRUE
"809","P150","PRESUMPSCOT RIVER - R166 - VRMP",2012,2012-08-11,"07:00:00","NA",NA,25.4,6.65,80.4,248.1,FALSE
"810","P160","PRESUMPSCOT RIVER - R195 - VRMP",2012,2012-08-11,"06:40:00","NA",NA,24.9,7.22,87.8,344.8,FALSE
"811","P170","PRESUMPSCOT RIVER - R202 - VRMP",2012,2012-08-11,"06:20:00","NA",NA,25.2,7.66,92,275.5,FALSE
"812","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2012,2012-08-11,"06:40:00","NA",NA,20.2,7.12,80.2,2419.6,TRUE
"813","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2012,2012-08-11,"07:00:00","NA",NA,19.6,8.38,91.4,1986.3,FALSE
"814","PL010","PLEASANT RIVER - RPL06 - VRMP",2012,2012-08-11,"06:21:00","NA",NA,21,8.25,92.8,2419.6,TRUE
"815","BB010","BAKER BROOK - RPLBK17 - VRMP",2012,2012-08-25,"07:00:00","NA",NA,18.9,7.88,82.6,83.6,FALSE
"816","BL010","BLACK BROOK- RBK05 -VRMP",2012,2012-08-25,"07:05:00","NA",NA,17.6,8.5,90,62.7,FALSE
"817","BL010","BLACK BROOK- RBK05 -VRMP",2012,2012-08-25,"07:21:00","D",NA,17.2,8.64,90.6,52.9,FALSE
"818","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2012,2012-08-25,"06:55:00","NA",NA,19.7,6.9,75.7,488.4,FALSE
"819","IN010","INKHORN BROOK - RIK05 - VRMP",2012,2012-08-25,"06:40:00","NA",NA,20.3,5.6,62.5,218.7,FALSE
"820","L050","LITTLE RIVER-RLT89-VRMP",2012,2012-08-25,"07:10:00","NA",NA,18.4,7.03,75.4,48,FALSE
"821","M010","MILL BROOK - RML01 - VRMP",2012,2012-08-25,"06:50:00","NA",NA,20.1,8.53,92.8,488.4,FALSE
"822","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-08-25,"06:10:00","NA",NA,NA,NA,NA,42.8,FALSE
"823","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-08-25,"06:10:00","NA",0,23.6,7.7,92,NA,FALSE
"824","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-08-25,"06:10:00","NA",1,23.7,7.66,91.2,NA,FALSE
"825","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-08-25,"06:10:00","NA",2,23.7,7.88,91.8,NA,FALSE
"826","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-08-25,"06:35:00","NA",NA,NA,NA,NA,44.8,FALSE
"827","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-08-25,"06:35:00","NA",0,23.5,7.8,94.3,NA,FALSE
"828","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-08-25,"06:35:00","NA",1,23.6,8,94.6,NA,FALSE
"829","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-08-25,"06:35:00","NA",2,23.7,7.94,94.6,NA,FALSE
"830","P110","PRESUMPSCOT RIVER - R133 - VRMP",2012,2012-08-25,"06:51:00","NA",NA,24.5,7.67,91.8,28.8,FALSE
"831","P150","PRESUMPSCOT RIVER - R166 - VRMP",2012,2012-08-25,"06:57:00","NA",NA,24.4,7.21,86.5,10.9,FALSE
"832","P160","PRESUMPSCOT RIVER - R195 - VRMP",2012,2012-08-25,"06:38:00","NA",NA,24.8,7.72,92.2,16.1,FALSE
"833","P170","PRESUMPSCOT RIVER - R202 - VRMP",2012,2012-08-25,"06:20:00","NA",NA,24.9,8.02,97.4,5.2,FALSE
"834","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2012,2012-08-25,"07:37:00","NA",NA,20,7.76,74.3,204.6,FALSE
"835","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2012,2012-08-25,"07:46:00","NA",NA,18.3,8.17,85.8,178.5,FALSE
"836","PL010","PLEASANT RIVER - RPL06 - VRMP",2012,2012-08-25,"06:30:00","NA",NA,23,7.91,92.5,137.6,FALSE
"837","BB010","BAKER BROOK - RPLBK17 - VRMP",2013,2013-05-18,"06:40:00","NA",NA,11.3,9.43,86.6,15.8,FALSE
"838","BL010","BLACK BROOK- RBK05 -VRMP",2013,2013-05-18,"07:30:00","NA",NA,9.65,8.13,74,63.1,FALSE
"839","CW020","COLLEY WRIGHT BROOK - RCW28 - VRMP",2013,2013-05-18,"06:50:00","NA",NA,11.13,6.9,65.3,65,FALSE
"840","DB010","DITCH BROOK - RPL00 - VRMP",2013,2013-05-18,"06:06:00","NA",NA,15.1,9.8,93.8,35,FALSE
"841","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2013,2013-05-18,"07:35:00","NA",NA,13.5,8.25,79.7,42.6,FALSE
"842","L050","LITTLE RIVER-RLT89-VRMP",2013,2013-05-18,"07:15:00","NA",NA,14,8.09,79,51.2,FALSE
"843","M010","MILL BROOK - RML01 - VRMP",2013,2013-05-18,"06:55:00","NA",NA,12.2,9.45,86.5,461.1,FALSE
"844","M030","MILL BROOK - RML63 - VRMP",2013,2013-05-18,"07:45:00","NA",NA,16.6,8.97,93.3,39.3,FALSE
"845","N010","NASON BROOK - RNS11 - VRMP",2013,2013-05-18,"06:30:00","NA",NA,10.5,9.5,85.5,129.6,FALSE
"846","OB010","OTTER BROOK - ROT06 - VRMP",2013,2013-05-18,"05:26:00","NA",NA,11.1,8.7,87.6,95.8,FALSE
"847","P020","PRESUMPSCOT RIVER - R24 - VRMP",2013,2013-05-18,"06:15:00","NA",NA,15.9,8.35,85.1,72.3,FALSE
"848","P030","PRESUMPSCOT RIVER - R47 - VRMP",2013,2013-05-18,"06:35:00","NA",NA,16.1,8.71,88.6,78,FALSE
"849","P200","PRESUMPSCOT RIVER - R225 - VRMP",2013,2013-05-18,"07:35:00","NA",NA,13.8,10.15,98.3,1,FALSE
"850","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2013,2013-05-18,"07:15:00","NA",NA,13.5,8.45,81.6,27.8,FALSE
"851","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2013,2013-05-18,"06:45:00","NA",NA,12.6,9.85,92.7,110,FALSE
